MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.7305,16,5.29866,1.09732,934,3.13423,34.9,-117.16,0.738
3.2833,9,9.62843,2.11721,825,2.05736,33.7,-116.22,1.247
4.5759,43,4.72848,1.07616,836,2.76821,34.23,-118.26,2.092
2.6101,27,3.92142,1.09759,1364,1.72877,37.71,-122.14,1.817
4.0893,38,3.81443,0.881443,599,3.08763,33.99,-118.42,2.489
4.747,12,5.63656,1.03414,5674,3.12445,37.24,-121.77,2.611
4.0083,37,4.98966,1.06552,1279,4.41034,34.13,-117.98,1.429
2.588,40,5.09375,1.09375,607,2.37109,34.13,-117.86,2.095
4.2986,36,6.03673,1.02449,741,3.02449,34.08,-117.92,1.896
2.5893,33,3.8908,1.04598,984,5.65517,33.91,-118.23,0.889
2.3098,39,3.78241,1.00154,2536,3.91358,34.07,-118.04,1.731
2.6036,29,3.3277,1.02341,1886,2.45254,34.25,-118.28,1.621
3.3702,52,4.52732,1.05718,1712,2.17535,37.77,-122.43,3.357
1.7542,31,3.15972,1.14306,2189,3.04028,34.08,-118.31,2.875
3.15,52,4.76571,1.06286,494,2.82286,37.86,-122.27,2.063
5.0362,19,4.49174,1,1645,3.39876,37.44,-121.91,2.551
3.0119,22,3.77201,1.08352,1005,2.26862,34.15,-118.12,1.714
0.9889,40,3.61111,1,1068,3.95556,33.93,-118.25,0.875
6.5842,35,5.76266,1.06013,727,2.30063,33.62,-117.92,4.585
6.5571,10,6.46142,1.06231,2030,3.01187,34.13,-118.76,5.00001
3.6486,29,4.29825,1.03509,2175,3.17982,33.89,-118.35,2.29
1.5357,35,4.8105,1.13703,1145,3.33819,35.34,-119.02,0.565
2.3277,52,3.58756,0.976959,1580,3.64055,37.35,-121.87,1.837
5.928,6,5.73992,1.05743,4783,2.64108,33.65,-117.68,2.399
4.35,44,5.17949,1.07692,142,3.64103,39.17,-122.91,0.683
3.3906,15,4.02361,1.01111,2340,3.25,37.67,-122.48,3.037
5.3168,18,6.63889,1.08333,92,2.55556,37.53,-120.88,1.75
3.6875,47,5.97742,1.1129,757,2.44194,34.18,-118.23,4.22
4.7685,5,4.33135,1.0951,3959,1.96087,37.39,-122.04,2.801
2.7463,18,5.12202,1.00796,1271,3.37135,38.95,-121.08,1.561
0.8952,9,4,1.14035,438,3.84211,33.94,-118.28,0.813
4.6635,28,6.41727,1.11871,735,2.64388,37.64,-122.1,2.067
3.7772,26,5.41241,1.07724,2332,3.21655,33.85,-117.88,2.239
3.0446,26,5.65753,1.11301,790,2.70548,39.5,-121.44,0.908
4.2589,20,5.0614,1.01096,2223,4.875,37.29,-121.83,1.91
2.6051,45,3.96145,1.09751,1680,3.80952,34.09,-118.23,1.555
4.2778,16,6.18837,0.98892,1150,3.1856,36.31,-119.3,0.973
2.275,28,4.21855,1.11321,2047,3.21855,34.02,-117.34,0.854
5.8416,25,7.27338,1.06115,639,2.29856,38.57,-121.4,2.976
3.9545,26,5.87773,1.02766,2065,3.00582,32.75,-117.01,1.781
7.1463,31,6.53463,1.01515,1349,2.91991,34.24,-118.24,3.941
3.6028,33,5.06015,1.06122,2984,3.20516,33.93,-118.02,1.847
7.0907,22,7.50854,0.986717,1774,3.36622,33.69,-117.98,3.502
2.3917,31,5.16923,1.08718,453,2.32308,38.13,-121.29,1.135
0.9817,32,3.22715,0.99169,997,2.76177,34,-118.08,1.663
3.9792,16,5.83807,0.993435,1536,3.36105,36.81,-119.68,0.889
2.2244,36,3.23026,1.1239,2542,2.78728,34.13,-118.25,2.559
2.9375,33,3.7375,0.978125,1448,4.525,33.98,-118.16,1.625
2.9591,2,4.48281,1.01289,1606,2.30086,37.99,-121.96,2.101
1.375,49,5.0304,1.11246,754,2.29179,37.83,-122.27,1.049
1.7427,32,4.75758,1.01713,2060,2.7141,40.69,-122.36,0.606
4.4881,36,5.75978,0.980447,1134,3.1676,33.92,-118.16,2.189
4.1316,15,28.2368,4.75,197,2.59211,39.12,-120.2,2
3.8056,30,4.43553,0.945559,757,2.16905,33.97,-118.35,3.238
5.5275,22,6.42975,0.988981,1298,3.57576,34.26,-119.18,2.289
3.4427,30,4.68761,1.06981,2477,4.32286,34.09,-117.96,1.608
4.9946,10,5.68636,1.02727,1859,2.81667,34.27,-118.67,2.046
2.9688,42,4.53693,1.05966,1311,3.72443,34.08,-118.03,1.628
2.1563,36,6.04219,1.13502,836,3.52743,36.69,-119.69,0.883
9.1508,43,7.03513,1.03044,1088,2.54801,37.44,-122.13,5.00001
3.3445,31,5.28174,0.982609,1834,3.18957,34.13,-117.21,0.929
4.2396,48,5.62963,1.05229,1118,2.43573,34.17,-118.33,2.451
7.7854,15,7.85472,1.01937,1259,3.04843,33.7,-118.03,3.953
4.0795,33,5.31364,1.01364,1697,2.57121,37.6,-122.49,2.706
2.8348,18,4.76682,0.93722,462,2.07175,33.84,-117.97,2.19
4.6904,4,7.31215,1.13677,3886,3.12631,33.45,-117.15,1.742
5.299,12,7.21493,1.04751,1200,2.71493,34.91,-120.44,2.268
2.9375,50,7.00831,1.45152,940,2.60388,38.42,-122.96,1.229
3.4799,16,6.5639,1.27476,1298,2.07348,35.58,-121.12,3.208
2.693,37,4.27893,1.06508,1936,2,32.75,-117.13,1.741
5.2557,25,5.34337,0.962349,2653,3.99548,34.02,-118.06,1.888
3.6111,22,5.61787,0.967742,1056,2.62035,39.14,-121.67,1.123
1.5203,27,4.65311,1.06699,859,2.05502,34.03,-117.06,1.262
3.4679,18,3.84839,1.06024,2192,2.2008,33.73,-117.98,2.197
5.4299,26,6.17241,0.953202,1273,3.13547,37.53,-121.97,2.364
2.5,29,6.33333,1.10569,364,2.95935,41.12,-120.96,0.592
5.2129,34,5.93719,1.01818,2138,3.53388,33.79,-117.93,1.934
3.2875,52,4.05263,0.868421,89,2.34211,37.94,-122.41,2.75
3.9926,14,5.55556,1.0098,1867,3.05065,36.32,-119.77,0.925
5,26,5.76807,1.02108,2780,2.79116,36.67,-121.68,2.023
2.378,34,4.25987,0.991776,1658,2.72697,33.79,-117.84,1.996
2.5784,28,3.27951,1.1082,1799,1.47459,34.09,-118.38,2.729
6.925,18,7.902,1.05568,1506,3.35412,33.78,-117.8,2.903
3.2462,33,3.97446,1.12229,2404,1.86068,34.11,-118.32,4.357
2.5536,37,4.34409,1.12545,1403,5.02867,33.97,-118.24,1.172
4.0893,35,5.26776,0.983607,1056,2.88525,33.94,-117.97,2.157
0.8907,34,2.28571,0.742857,125,3.57143,34.12,-118.24,1.542
3.6331,26,4.91787,0.968599,1343,3.24396,37.07,-120.87,0.886
4.9434,17,3.95443,1.0431,1553,1.91256,37.56,-122.27,2.921
3.3036,26,5.45304,1.00552,1002,2.76796,38.36,-121.82,2.1
3.0426,9,4.548,1.1536,3773,3.0184,33.13,-117.09,1.299
2.4821,26,4.125,1.11824,620,2.09459,32.76,-117.12,1.236
1.7276,50,4.03636,1.075,1807,4.10682,37.78,-122.22,1.023
3.0859,16,8.18153,1.55243,1177,1.84194,33.78,-116.45,1.346
2.775,24,3.10074,1.07423,1492,1.58218,34.02,-118.5,2.917
8.6123,21,8.05645,1,1323,3.55645,33.82,-118.05,3.867
4.125,33,4,0.545455,23,2.09091,38,-122.39,2.125
4.2381,11,11.4029,2.02029,901,2.61159,37.64,-118.96,2.427
2.4196,46,3.8819,1.01714,1250,2.38095,34.08,-118.32,3.581
4.1577,24,4.48459,0.984594,3308,4.63305,33.76,-117.93,1.741
1.9667,26,8.25,1.85556,406,2.25556,38.94,-119.97,0.846
4.55,28,6.03736,0.968391,1061,3.04885,33.92,-117.5,1.468
3.7344,31,5.67702,1.09938,556,3.45342,33.95,-117.44,1.153
3.6087,10,6.31707,1.08362,827,2.88153,39.05,-121.07,1.821
4.4896,31,4.52542,1.0113,1179,3.33051,37.36,-121.86,1.568
1.6705,12,3.14721,1.08883,1441,1.82868,33.69,-117.99,3.5
3.2158,11,4.78106,0.972505,2065,2.10285,34.27,-119.22,2.236
5.6234,42,5.33422,1.1016,794,2.12299,37.46,-122.15,3.796
2.2925,7,6.12907,1.18828,3559,2.10716,33.77,-116.99,1.131
1.7813,34,3.76238,1.08416,968,4.79208,34.02,-118.17,1.45
2.5547,39,4.14831,0.995763,857,3.63136,33.99,-118.29,1.089
3.2604,30,5.55102,1.08163,531,3.61224,37.61,-120.76,0.879
3.3839,52,4.36456,1.05316,1016,2.57215,37.8,-122.41,4
0.536,26,6,1,5,1.66667,33.62,-114.62,2.75
5.25,35,5.78832,0.934307,589,4.29927,33.84,-117.97,1.902
6.005,30,6.65779,1.02281,731,2.77947,37.7,-122.09,2.639
2.9688,19,3.3633,1.05505,2657,2.43761,34.2,-118.45,2.021
3.4133,16,4.05217,1.14716,3285,2.19732,33.71,-117.95,2.909
2.3487,38,4.26765,0.926471,786,2.31176,38.53,-121.48,1.016
2.0878,16,5.27706,1.05688,1859,3.41101,33.77,-117.27,1.013
4.0481,7,22.2283,3.8913,245,2.66304,39.36,-120.23,1.523
2.8798,6,2.68402,0.991023,1087,1.95153,37.33,-121.89,2.25
1.5227,22,5.74627,1.35821,610,2.27612,33.89,-116.63,0.71
10.2264,52,4.8,0.6,41,4.1,34.06,-118.22,1.125
3.6625,22,5.74747,0.996633,822,2.76768,39.75,-121.87,1.266
3.5089,31,4.45889,1.05968,1939,2.57162,34.05,-118.15,3.058
3.1607,20,6.16185,1.2659,536,3.09827,32.92,-116.84,1.193
3.6875,18,5.1,1.2314,2164,1.78843,34.17,-119.23,5.00001
3.2574,30,4.18634,1.03416,885,2.74845,33.88,-118.3,1.953
3.4505,30,4.53155,0.98665,1834,2.22573,37.29,-121.95,2.6
3.3462,14,18.3488,3.13167,616,2.19217,40.25,-121.15,1.452
1.9881,12,4.51389,0.998843,2145,2.48264,40.56,-122.35,0.852
5.7039,19,5.67429,0.994286,572,3.26857,33.85,-118.1,2.776
3.3864,45,4.82418,1.06154,1265,2.78022,34.08,-118.36,3.979
3.1513,35,4.75621,1.08352,2241,5.05869,33.93,-118.05,1.5
5.6304,18,7.16891,1.0691,1504,2.88676,38.3,-122.35,2.431
5.8718,6,6.50596,0.936968,1738,2.96082,38.77,-121.28,2.014
3.4896,24,4.70322,1.00731,1196,1.74854,37.4,-121.99,2.267
1.8432,28,4.30279,1.18725,524,2.08765,34.44,-119.75,3.273
6.213,50,6.86667,1.04444,121,2.68889,34.21,-118.23,2.85
1.69,18,4.42353,1.14588,994,2.33882,34.14,-116.32,0.542
3.8194,5,5.94016,0.974803,2097,3.30236,34.54,-117.18,0.985
5.338,52,5.60839,0.91958,594,2.07692,37.9,-122.29,2.709
3.6447,36,6.09955,1.05882,643,2.9095,33.84,-118.16,2.11
3.4482,35,4.42074,0.980431,1340,2.62231,32.83,-117.21,1.625
5.3735,36,5.68182,0.974432,956,2.71591,33.83,-118.1,2.344
1.4668,40,5.01075,1.1147,788,2.82437,40.79,-124.18,0.646
3.488,23,4.73917,1.06398,3232,3.1811,33.94,-118.02,1.918
3.8333,24,5.73333,1.4,79,2.63333,37.67,-119.81,0.938
3.1563,22,8.42069,2.15172,1301,4.48621,36.85,-121.91,3
4.5461,33,4.69613,1.01934,981,2.70994,33.93,-117.97,1.94
3.6449,32,5.88281,1.0293,1288,2.51562,37.97,-122.01,2.115
2.4671,30,4.38673,1.05721,828,1.89474,32.8,-117.24,2.763
3.1094,14,5.86957,1.0942,302,2.18841,39.26,-121,1.361
3.3438,8,6.09687,0.987891,3031,3.05853,34.4,-117.27,1.244
2.9083,32,5.58606,1.11765,1198,2.61002,37.8,-120.99,1.134
2.7019,16,4.9571,1.08251,1948,3.21452,33.19,-117.22,2.169
6.1504,19,5.71045,1.0791,2196,3.10169,37.4,-121.86,2.684
1.9417,20,4.95021,1.09129,1274,5.28631,36.55,-120.51,0.388
4.8424,23,5.38119,1.02263,6034,4.26733,37.34,-121.82,1.953
3.1053,12,3.94245,0.863309,1175,4.22662,37.92,-121.29,0.731
3.9936,5,5.83877,1.04529,3427,3.10417,34.56,-118.12,1.485
2.5,35,3.36697,1.0367,398,3.65138,37.47,-122.22,1.667
5.6235,12,6.25953,0.947368,1754,3.1833,35.41,-119.09,1.306
2.3929,30,3,1.08333,220,4.58333,32.59,-117.08,1.344
6.381,52,6.66234,1.06926,1005,2.17532,37.89,-122.26,3.422
5.249,52,5.90426,0.992908,656,2.32624,33.73,-118.31,3.519
2.5833,37,3.60616,0.900685,1354,4.63699,33.97,-118.24,1.125
4.2083,32,6.96552,1.27586,144,2.48276,37.77,-121.61,1.25
5.5461,36,6.22414,1.18966,158,2.72414,37.71,-122.19,2.625
3.8542,30,6.24936,0.992366,1022,2.60051,32.8,-117.18,1.985
3.8125,39,4.48701,1.02273,1090,3.53896,34.07,-118.04,1.74
4.0631,9,5.67786,1.04617,6241,3.2744,35.3,-119.05,0.882
3.8611,32,5.13298,0.973404,568,3.02128,38.7,-121.46,0.939
3.5486,4,6.20833,1.305,1478,2.46333,36.37,-119.65,1.48
2.25,15,6.11215,1.25545,730,2.27414,35.68,-118.06,0.675
2.1339,20,6.67449,1.42959,2631,2.68469,34.4,-116.94,0.785
1.7172,28,3.37143,1.05306,979,3.99592,33.72,-116.22,0.588
3.375,4,3.76995,1.16901,815,1.91315,33.65,-117.58,5.00001
4.1974,14,6.05804,1.10268,695,3.10268,38.33,-121.1,1.578
7.7364,24,6.57627,0.946328,969,2.73729,37.52,-122.31,4.358
3.075,52,5.32265,1.01282,1098,2.34615,37.85,-122.26,2.135
3.9688,35,4.98198,1.03378,2101,2.36599,34.01,-118.39,3.551
2.1759,16,4.90496,1.07851,1115,4.60744,33.62,-114.61,0.615
2.63,29,3.49621,1.00379,2576,4.87879,33.97,-118.14,1.56
1.9432,39,5.56562,1.04688,841,2.62812,34.14,-117.3,0.89
2.595,29,5.63563,1.05128,2092,2.82321,37.05,-120.87,1.042
2.2604,21,4.17636,1.1257,1085,2.03565,32.76,-117.11,1.263
2.3929,52,4.47143,1.06786,844,3.01429,37.8,-122.23,1.119
5.7072,21,6.28488,0.988253,2216,3.25404,37.53,-122.02,2.422
3.9408,49,4.44479,0.987382,1268,4,33.97,-118.21,1.706
1.5771,12,4.1759,1.01446,1861,4.48434,39.53,-121.56,0.652
1.5,39,3.24281,1.13738,875,2.79553,37.3,-120.48,0.67
3.6292,8,5.59366,1.06052,2864,2.7512,38.45,-122.76,1.836
2.905,41,4.31004,1.0524,965,2.10699,38.46,-122.71,1.593
1.8654,38,4.99007,1.11166,1190,2.95285,34.14,-117.31,0.894
4.7515,18,5.26042,1.08734,3079,2.46715,33.71,-118.01,2.956
3.6848,33,4.81988,0.956522,2288,2.84224,32.74,-117.04,1.407
2.6818,35,4.38801,1.03785,726,2.29022,32.75,-117.14,1.594
1.3125,10,4.43836,0.968037,773,3.52968,33.94,-117.28,1.357
3.5655,52,4.09446,1.10423,1575,1.7101,37.76,-122.43,4.273
3.2215,8,6.26867,1.06208,3213,3.11639,34.45,-117.27,1.088
3.65,49,3.76923,0.923077,59,2.26923,37.87,-121.23,1.625
1.7622,36,3.92872,1.07128,974,1.98371,32.75,-117.25,2.058
2.7644,15,5.24272,1.09847,1632,2.26352,33.18,-117.29,1.114
4.0536,37,4.74185,0.991848,1022,2.77717,33.96,-118.03,1.714
2.2841,52,4.35065,1.07792,152,1.97403,37.85,-122.27,1.063
2.3463,16,4.19681,1.02428,6012,3.84153,36.68,-121.64,1.561
2.4201,46,4.89138,1.05667,2240,2.64463,38.1,-122.23,0.928
2.3849,11,4.98353,1.03412,2410,2.83529,37.59,-120.96,1.22
6.0281,18,6.53807,1.13169,2304,2.37037,36.96,-121.88,3.211
4.1865,25,6.0314,1.08605,2725,3.1686,33.93,-117.55,1.543
1.675,5,4.44,1.04,58,2.32,37.93,-120.13,1.125
2.2429,52,4.63835,1.00728,777,1.88592,32.73,-117.13,2.211
3.8235,47,5.89671,1.08216,1082,2.53991,33.98,-118.35,2.076
1.9511,11,4.81633,1.14842,1765,3.27458,36.85,-119.79,0.54
4.0965,23,4.59698,1.43015,1624,1.63216,34.14,-118.32,5.00001
3.875,27,3.62077,1.02899,755,1.82367,34.14,-118.15,2.583
7.0285,45,6.44019,1.02392,415,1.98565,34.05,-118.49,5.00001
6.4752,42,5.22573,1.08465,2096,1.73942,37.85,-122.48,5.00001
2.0341,32,3.04324,1.03243,626,3.38378,34.09,-118.32,2.5
3.8594,52,4.96296,1.03175,393,2.07937,37.86,-122.28,1.964
5.7368,35,6.23684,0.997368,996,2.62105,33.79,-118.1,2.872
4.4539,28,4.88942,1.02378,3211,3.81807,33.83,-118.26,1.922
5.9493,36,5.73152,0.984436,713,2.77432,33.85,-118.1,2.28
6.48,44,6.04507,1.10986,851,2.39718,34.03,-118.5,5.00001
2.7098,47,4.3306,1.14754,949,2.5929,34.13,-118.22,1.738
2.234,19,5.98835,1.15641,1572,2.61564,41.86,-122.33,0.586
5.2563,17,10.3212,1.84672,673,2.4562,34.24,-117.13,1.441
3.676,12,4.79032,0.986352,2129,2.64144,38.28,-122.04,1.35
6.3245,52,4.73529,1.13603,437,1.60662,37.8,-122.41,5.00001
2.9107,29,4.97509,1.04626,1346,2.39502,38.44,-122.68,1.697
4.1645,32,6.19856,1.03165,2002,2.88058,37.28,-121.89,2.819
1.6964,28,3.30435,1.16247,2145,4.90847,34.19,-119.17,1.75
1.9937,33,3.87924,1.02966,1625,3.4428,34.06,-117.76,1.036
2.3382,11,5.56855,1.20968,644,2.59677,33.96,-116.48,0.894
11.1768,52,6.46177,1.01529,800,2.44648,34.04,-118.41,5.00001
6.979,17,6.70571,0.960961,2166,3.25225,33.67,-117.97,3.307
5.8343,15,6.59873,0.949045,395,2.51592,32.95,-117.26,5.00001
2.3571,17,4.6124,1.06589,1113,4.31395,32.73,-115.52,0.631
1.3302,38,4.37958,1.0445,1116,2.92147,38.63,-121.44,0.622
3.2216,36,5.3198,1.03807,1454,3.69036,36.92,-121.76,2.383
4.0185,22,4.91098,1.02077,1807,2.68101,33.83,-117.97,2.009
5.1741,16,5.80328,1.02049,636,2.60656,33.7,-117.79,2.277
2.1414,46,2.85773,0.942268,1845,3.80412,34.05,-118.3,1.577
2.5224,19,3.56063,1.01102,3545,5.58268,33.74,-117.88,1.485
1.7823,17,4.05505,1.08716,1079,2.47477,33.76,-117.88,2.053
3.185,30,4.76333,1.02239,4027,4.29318,34.04,-117.99,1.683
2.2245,29,4.96588,1.06,2294,2.69882,38.51,-121.45,0.759
5.5551,9,6.70951,1.06514,1518,2.67254,35.55,-117.68,1.425
4.7193,4,5.6645,1.03502,3455,2.81352,34.12,-117.56,1.787
2.4191,24,4.42276,1.08943,1095,4.45122,32.6,-117.06,1.073
5.1121,19,5.61885,1.04781,2006,2.74044,37.06,-122.01,3.081
5.4625,9,6.99907,1.04457,3450,3.20334,33.85,-117.4,2.236
3.52,23,4.69822,1.03429,2202,3.02058,34.14,-118.01,1.873
3.9028,28,4.85328,1.08221,1963,2.04266,34.16,-118.42,3.679
4.945,11,6.66197,1.00704,1331,3.12441,38.41,-122,2.984
3.756,31,4.97762,1.02657,2975,4.16084,34.05,-118.1,1.833
1.9309,31,3.76282,1.10043,1810,3.86752,33.75,-117.86,1.734
4.3667,52,4.90896,1.04342,1374,1.92437,37.77,-122.44,5.00001
6.8742,25,5.90048,1.03837,1913,2.29376,37.88,-122.53,4.131
0.4999,16,21.6316,6,26,1.36842,39.42,-122.89,0.735
7.5699,19,8.12757,1.02058,2302,3.15775,33.66,-117.96,3.333
3.3036,24,3.75,0.991525,1519,2.14548,33.88,-117.87,1.839
4.0333,16,14.6713,3.13986,342,2.39161,34.13,-116.98,1.339
2.6019,31,3.82915,0.962312,1257,3.15829,34.42,-119.72,2.5
2.1336,19,5.89399,1.14488,841,2.97173,41.92,-124.16,0.75
2.35,40,3.97183,0.830986,213,3,35.24,-118.99,0.917
2.4016,41,5.56476,1.15074,1074,2.28025,32.74,-117.22,2.875
3.2279,34,5.19134,1.05656,2361,2.84116,34.44,-119.29,2.431
2.0557,34,2.2634,1.03369,1976,3.02603,34.09,-118.32,2.25
4.8269,25,5.35135,0.897297,522,2.82162,37,-121.97,2.729
6.5515,18,6.55212,0.9943,4276,3.48208,33.88,-118.1,3.196
4.1378,24,4.58231,1,2819,3.15677,33.83,-118.29,2.165
3.1672,8,5.52483,1.02819,1785,2.39597,34.04,-117.61,1.502
3.4426,7,5.41639,1.02842,3006,3.28525,37.73,-121.16,1.39
1.8375,36,4.72063,1.00261,807,2.10705,40.58,-122.38,0.748
3.0417,24,4.53409,1.10227,1329,3.77557,34.14,-117.98,1.48
1.6892,52,5.58696,1.11957,939,3.40217,34,-118.31,1.291
4.2891,24,6.08219,1.12603,894,2.44932,38.42,-122.55,2.117
1.8856,17,4.62157,1.17451,1423,2.7902,32.74,-117,1.188
7.6832,11,7.26776,0.961749,1226,3.34973,33.06,-117.26,3.198
5.1857,18,6.27407,1.02222,1276,3.15062,38.8,-121.18,2.201
3.2943,32,4.90779,1.11996,3426,3.06714,34.08,-117.9,2.044
2.6618,19,4.66667,1.14213,2047,3.46362,33.88,-118.28,1.797
3.625,33,10.9091,2.22727,63,2.86364,40.63,-120.35,2
4.0208,8,2.5,0.625,309,19.3125,34.22,-119.09,0.525
5.1788,34,5.34058,1.01449,362,2.62319,36.55,-121.59,2.7
2.8661,36,4.64547,1.03657,2392,3.80286,34.07,-117.77,1.24
2.9926,9,5.59935,1.08724,2356,3.80614,35.65,-120.64,1.582
4.2361,35,5.34097,1.02292,1189,3.40688,37.68,-121.76,1.775
9.3834,21,8.7,1.06071,1811,3.23393,37.22,-121.93,5.00001
5.1837,32,5.73849,1.21731,1105,2.03499,33.53,-117.77,4.456
3.5,10,5.92996,1.13413,1834,2.73323,35.55,-120.7,1.721
4.325,31,4.68819,1.04945,2326,3.19505,33.85,-117.9,1.871
2.8042,26,4.01798,1.07992,2457,2.45455,33.81,-117.97,2.063
5.061,34,5.08155,1.0835,1396,2.71068,33.84,-118.29,2.18
5.0237,52,5.25592,1.03555,1211,2.86967,34.16,-118.12,2.419
2.4,28,4.5084,1.01261,652,2.7395,38.44,-122.73,1.462
4.1042,35,5.00187,0.947761,1580,2.94776,37.69,-122.12,1.791
2.375,20,3.69811,1.08176,864,2.71698,34.22,-118.38,1.777
2.213,22,4.35818,1.07867,781,1.61698,38,-121.32,0.875
7.652,36,6.39257,0.95756,934,2.47745,37.43,-122.24,5.00001
3.8,26,6.87649,1.15139,672,2.67729,38.29,-122.49,2.421
2.5362,29,4.17391,1.11957,1021,1.84964,37.69,-122.07,2.038
6.6988,26,7.2,0.956627,1371,3.30361,34,-117.99,3.825
10.8082,42,7.41045,0.970149,368,2.74627,34.04,-118.52,5.00001
5.7476,19,8.04536,1.17279,1412,3.04968,37.73,-120.97,2.486
1.5625,38,5.09751,1.29461,1516,3.14523,37.75,-122.16,0.917
2.6165,52,5.17442,1.06977,1145,2.66279,37.87,-122.29,1.5
4.5724,6,11.8655,2.17391,2006,2.72554,34.83,-119.15,1.684
2.1471,32,2.32258,0.978495,702,3.77419,34.04,-118.29,1.25
2.1679,34,4.79241,1.05063,884,2.23797,38.53,-121.45,0.754
1.7386,50,4.99317,1.20819,912,3.11263,34.01,-118.31,1.094
1.4886,15,3.10476,1.17143,490,4.66667,34.06,-118.26,1.75
2.9054,37,3.46656,1.02676,2544,4.25418,33.99,-118.19,1.563
4.125,6,7.21429,1.03571,75,2.67857,33.82,-117.54,2.167
2.0089,44,4.46124,1.01938,518,2.00775,38.56,-121.48,1.136
1.6833,18,4.6,1.06842,572,3.01053,37.35,-120.62,0.71
9.2175,35,6.26873,0.927649,937,2.42119,33.62,-117.91,5.00001
3.0357,38,4.07216,1.41753,664,3.42268,34.09,-118.28,1.75
2.7778,32,6.98507,1.22886,544,2.70647,39.61,-120.08,0.729
2.3087,11,5.36452,1.05968,28566,4.69681,36.64,-121.79,1.188
1.8801,38,4.65027,1.03825,1191,3.2541,35.37,-119.01,0.578
6.7694,29,6.65461,1.08553,747,2.45724,34.15,-118.59,3.697
1.1868,47,3.91246,1.10774,3020,5.08418,34.06,-118.19,0.938
4.1029,19,4.03299,1.06853,1118,2.83756,33.65,-117.91,2.134
3.875,35,5.54657,1.04657,1001,2.45343,32.84,-117.19,1.72
3.1289,42,4.5086,1.04398,1065,2.03633,34.16,-118.38,3.206
2.6812,43,5.84302,1.16279,492,2.86047,37.98,-121.27,0.728
3.8703,23,3.76593,1.1437,1720,2.54815,33.73,-117.82,1.37
1.9866,30,3.78682,1.02326,736,2.85271,34.19,-118.38,1.774
3.0179,42,3.75746,1.03358,1060,3.95522,34.01,-118.14,1.537
3.3603,29,4.58491,1.12938,1616,4.3558,34.27,-118.44,1.424
4.625,31,5.7697,1.01515,2430,3.68182,33.94,-118.04,1.739
7.9556,52,7.56,0.992727,684,2.48727,37.9,-122.27,3.744
3.9531,17,4.41153,1.05258,1640,1.65824,37.89,-122.52,4.176
2.0833,42,4.91458,1.05,1131,2.35625,37.64,-120.97,0.955
3.1205,30,4.13253,0.971888,753,3.0241,36.97,-122,2.405
13.4196,33,8.25532,1.02926,1111,2.95479,34.15,-118.5,5.00001
3.4103,26,6.25267,1.08185,905,3.22064,34.11,-117.21,0.909
2.5978,17,4.31692,1.04566,3868,3.46285,33.83,-118.07,1.429
1.9952,36,4.7085,1.09919,2073,4.19636,33.9,-118.19,1.129
2.25,50,4.20723,1.15663,1149,2.76867,37.8,-122.23,1.235
6.2319,10,6.41552,1.01768,2975,2.9224,34.01,-118.03,4.037
9.1569,22,7.25267,0.925267,773,2.75089,37.28,-122.01,5.00001
3.25,35,5.90258,1.03579,1555,3.09145,34.11,-117.36,1.071
6.3434,52,6.94789,1.01985,1061,2.63275,37.85,-122.23,3.736
2.6477,32,5.88596,1.45614,856,7.50877,35.13,-117.28,0.533
2.2422,33,4.06408,1.08094,2106,3.55143,33.97,-118.17,1.682
4.76,14,6.09667,1.02,1951,3.25167,36.83,-121.37,2.16
3.6401,21,4.36135,1.23842,3637,2.07947,37.31,-121.97,2.675
4.7357,24,6.01699,0.997877,1815,3.8535,34.05,-117.7,1.625
4.317,29,5.40811,1.00811,956,2.58378,37.98,-122.01,1.94
1.8723,46,5.04494,1.05618,854,3.1985,36.73,-119.76,0.526
5.3908,8,5.3961,1.02597,740,4.80519,32.69,-117.05,1.655
4.7422,23,5.40684,0.988593,1092,4.15209,33.71,-117.89,2.024
4.25,43,4.17647,0.955882,167,2.45588,33.82,-118.18,2.075
4.3088,34,5.89636,0.952381,973,2.72549,32.75,-117.01,1.525
2.0216,32,5.68571,1.12653,999,4.07755,36.55,-119.79,0.768
2.4922,23,4.76471,1.04175,1052,1.9962,38.52,-122.78,1.92
2.5574,32,5.83093,1.14639,1655,3.41237,38.52,-121.42,0.726
7.6348,4,6.53408,1.06002,2607,2.65209,32.98,-117.24,3.37
3.75,52,6.01896,1.30806,609,2.88626,33.88,-117.92,2.325
3.2589,18,6.37215,1.12329,1187,2.71005,38.32,-120.88,1.03
3.055,33,3.77541,0.959811,1888,4.46336,33.87,-117.92,1.578
6.2028,35,6.32653,1.01361,1167,2.64626,33.72,-118.3,3.615
2.9562,14,6.03808,1.08814,1822,1.98259,39.54,-121.46,1.423
2.3056,25,5.74,1.14,118,2.36,37.86,-120.35,1.625
3.4952,19,4.60385,1.16488,1510,3.2334,34.07,-118.17,1.5
3.0227,16,4.51525,1.24746,1534,5.2,33.87,-117.87,2.971
3.5848,18,4.4878,1.02439,1047,2.32151,33.68,-117.99,1.869
1.7038,28,4.59877,1.07044,1530,2.34303,41.73,-124.22,0.783
1.8899,23,4.66423,1.20803,1200,2.18978,32.77,-117.05,1.477
